# compiler: R8
# compiler_version: 1.4.94
# min_api: 1
com.google.android.exoplayer2.BasePlayer -> com.google.android.exoplayer2.BasePlayer:
    24:24:java.lang.String getMediaMimeType(java.lang.String):238:238 -> getMediaMimeType
    25:25:java.lang.String getMediaMimeType(java.lang.String):240:240 -> getMediaMimeType
    26:26:java.lang.String getMediaMimeType(java.lang.String):242:242 -> getMediaMimeType
    27:27:java.lang.String getMediaMimeType(java.lang.String):245:245 -> getMediaMimeType
    1:1:java.lang.String getTopLevelType(java.lang.String):385:385 -> getTopLevelType
    2:2:java.lang.String getTopLevelType(java.lang.String):389:389 -> getTopLevelType
    1:1:int getTrackType(java.lang.String):314:314 -> getTrackType
    2:2:int getTrackType(java.lang.String):316:316 -> getTrackType
    3:3:int getTrackType(java.lang.String):318:318 -> getTrackType
    4:9:int getTrackType(java.lang.String):320:325 -> getTrackType
    10:12:int getTrackType(java.lang.String):327:329 -> getTrackType
    13:13:int getTrackType(java.lang.String):331:331 -> getTrackType
    14:14:int getTrackType(java.lang.String):334:334 -> getTrackType
    1:1:int getTrackTypeForCustomMimeType(java.lang.String):404:404 -> getTrackTypeForCustomMimeType
    2:4:int getTrackTypeForCustomMimeType(java.lang.String):406:408 -> getTrackTypeForCustomMimeType
    1:1:int getTrackTypeOfCodec(java.lang.String):374:374 -> getTrackTypeOfCodec
    1:4:java.lang.String getVideoMediaMimeType(java.lang.String):155:158 -> getVideoMediaMimeType
    1:1:boolean isApplication(java.lang.String):142:142 -> isApplication
    1:1:boolean isAudio(java.lang.String):127:127 -> isAudio
    1:1:boolean isText(java.lang.String):137:137 -> isText
    1:1:boolean isVideo(java.lang.String):132:132 -> isVideo
    1:2:void registerCustomMimeType(java.lang.String,java.lang.String,int):114:115 -> registerCustomMimeType
    3:4:void registerCustomMimeType(java.lang.String,java.lang.String,int):117:118 -> registerCustomMimeType
    5:5:void registerCustomMimeType(java.lang.String,java.lang.String,int):122:122 -> registerCustomMimeType
com.google.android.exoplayer2.util.MimeTypes$CustomMimeType -> com.google.android.exoplayer2.util.MimeTypes$CustomMimeType:
    1:4:void <init>(java.lang.String,java.lang.String,int):423:426 -> <init>
com.google.android.exoplayer2.util.NalUnitUtil -> com.google.android.exoplayer2.util.NalUnitUtil:
    1:1:void <clinit>():97:97 -> <clinit>
    2:2:void <clinit>():102:102 -> <clinit>
    3:3:void <clinit>():126:126 -> <clinit>
    4:4:void <clinit>():132:132 -> <clinit>
    1:1:void <init>():515:515 -> <init>
    1:3:void clearPrefixFlags(boolean[]):489:491 -> clearPrefixFlags
    1:1:void discardToSps(java.nio.ByteBuffer):191:191 -> discardToSps
    2:2:void discardToSps(java.nio.ByteBuffer):195:195 -> discardToSps
    3:3:void discardToSps(java.nio.ByteBuffer):197:197 -> discardToSps
    4:8:void discardToSps(java.nio.ByteBuffer):199:203 -> discardToSps
    9:9:void discardToSps(java.nio.ByteBuffer):215:215 -> discardToSps
    1:1:int findNalUnit(byte[],int,int,boolean[]):429:429 -> findNalUnit
    2:3:int findNalUnit(byte[],int,int,boolean[]):435:436 -> findNalUnit
    4:5:int findNalUnit(byte[],int,int,boolean[]):438:439 -> findNalUnit
    6:6:int findNalUnit(byte[],int,int,boolean[]):441:441 -> findNalUnit
    7:7:int findNalUnit(byte[],int,int,boolean[]):443:443 -> findNalUnit
    8:8:int findNalUnit(byte[],int,int,boolean[]):452:452 -> findNalUnit
    9:9:int findNalUnit(byte[],int,int,boolean[]):455:455 -> findNalUnit
    10:10:int findNalUnit(byte[],int,int,boolean[]):457:457 -> findNalUnit
    11:11:int findNalUnit(byte[],int,int,boolean[]):469:469 -> findNalUnit
    12:12:int findNalUnit(byte[],int,int,boolean[]):474:474 -> findNalUnit
    13:13:int findNalUnit(byte[],int,int,boolean[]):477:477 -> findNalUnit
    1:1:int findNextUnescapeIndex(byte[],int,int):496:496 -> findNextUnescapeIndex
    1:1:int getH265NalUnitType(byte[],int):254:254 -> getH265NalUnitType
    1:1:int getNalUnitType(byte[],int):242:242 -> getNalUnitType
    1:1:boolean isNalUnitSei(java.lang.String,byte):227:227 -> isNalUnitSei
    2:2:boolean isNalUnitSei(java.lang.String,byte):229:229 -> isNalUnitSei
    1:7:com.google.android.exoplayer2.util.NalUnitUtil$PpsData parsePpsNalUnit(byte[],int,int):395:401 -> parsePpsNalUnit
    1:6:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):267:272 -> parseSpsNalUnit
    7:7:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):279:279 -> parseSpsNalUnit
    8:8:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):281:281 -> parseSpsNalUnit
    9:12:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):283:286 -> parseSpsNalUnit
    13:13:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):290:290 -> parseSpsNalUnit
    14:14:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):292:292 -> parseSpsNalUnit
    15:16:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):298:299 -> parseSpsNalUnit
    17:17:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):304:304 -> parseSpsNalUnit
    18:21:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):306:309 -> parseSpsNalUnit
    22:22:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):311:311 -> parseSpsNalUnit
    23:24:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):314:315 -> parseSpsNalUnit
    25:27:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):317:319 -> parseSpsNalUnit
    28:28:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):322:322 -> parseSpsNalUnit
    29:29:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):325:325 -> parseSpsNalUnit
    30:30:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):328:328 -> parseSpsNalUnit
    31:34:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):330:333 -> parseSpsNalUnit
    35:35:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):350:350 -> parseSpsNalUnit
    36:36:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):352:352 -> parseSpsNalUnit
    37:37:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):354:354 -> parseSpsNalUnit
    38:39:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):356:357 -> parseSpsNalUnit
    40:41:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):361:362 -> parseSpsNalUnit
    42:42:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):364:364 -> parseSpsNalUnit
    43:43:com.google.android.exoplayer2.util.NalUnitUtil$SpsData parseSpsNalUnit(byte[],int,int):369:369 -> parseSpsNalUnit
    1:2:void skipScalingList(com.google.android.exoplayer2.util.ParsableNalUnitBitArray,int):508:509 -> skipScalingList
    1:1:int unescapeStream(byte[],int):146:146 -> unescapeStream
    2:2:int unescapeStream(byte[],int):150:150 -> unescapeStream
    3:3:int unescapeStream(byte[],int):152:152 -> unescapeStream
    4:4:int unescapeStream(byte[],int):154:154 -> unescapeStream
    5:5:int unescapeStream(byte[],int):157:157 -> unescapeStream
    6:6:int unescapeStream(byte[],int):166:166 -> unescapeStream
    7:7:int unescapeStream(byte[],int):168:168 -> unescapeStream
    8:9:int unescapeStream(byte[],int):170:171 -> unescapeStream
    10:12:int unescapeStream(byte[],int):176:178 -> unescapeStream
com.google.android.exoplayer2.util.NalUnitUtil$PpsData -> com.google.android.exoplayer2.util.NalUnitUtil$PpsData:
    1:4:void <init>(int,int,boolean):88:91 -> <init>
com.google.android.exoplayer2.util.NalUnitUtil$SpsData -> com.google.android.exoplayer2.util.NalUnitUtil$SpsData:
    1:14:void <init>(int,int,int,int,int,int,float,boolean,boolean,int,int,int,boolean):60:73 -> <init>
com.google.android.exoplayer2.util.NotificationUtil -> com.google.android.exoplayer2.util.NotificationUtil:
    1:1:void <init>():133:133 -> <init>
    1:1:void createNotificationChannel(android.content.Context,java.lang.String,int,int):68:68 -> createNotificationChannel
    2:2:void createNotificationChannel(android.content.Context,java.lang.String,int,int,int):100:100 -> createNotificationChannel
    3:5:void createNotificationChannel(android.content.Context,java.lang.String,int,int,int):102:104 -> createNotificationChannel
    6:6:void createNotificationChannel(android.content.Context,java.lang.String,int,int,int):106:106 -> createNotificationChannel
    7:7:void createNotificationChannel(android.content.Context,java.lang.String,int,int,int):108:108 -> createNotificationChannel
    1:1:void setNotification(android.content.Context,int,android.app.Notification):125:125 -> setNotification
    2:2:void setNotification(android.content.Context,int,android.app.Notification):127:127 -> setNotification
    3:3:void setNotification(android.content.Context,int,android.app.Notification):129:129 -> setNotification
com.google.android.exoplayer2.util.ParsableBitArray -> com.google.android.exoplayer2.util.ParsableBitArray:
    1:2:void <init>():32:33 -> <init>
    3:3:void <init>(byte[]):42:42 -> <init>
    4:6:void <init>(byte[],int):51:53 -> <init>
    1:1:void assertValidOffset():306:306 -> assertValidOffset
    1:1:int bitsLeft():93:93 -> bitsLeft
    1:1:void byteAlign():230:230 -> byteAlign
    2:4:void byteAlign():233:235 -> byteAlign
    1:2:int getBytePosition():109:110 -> getBytePosition
    1:1:int getPosition():100:100 -> getPosition
    1:2:void putInt(int,int):281:282 -> putInt
    3:3:void putInt(int,int):284:284 -> putInt
    4:4:void putInt(int,int):286:286 -> putInt
    5:5:void putInt(int,int):291:291 -> putInt
    6:6:void putInt(int,int):295:295 -> putInt
    7:7:void putInt(int,int):298:298 -> putInt
    8:9:void putInt(int,int):300:301 -> putInt
    1:2:boolean readBit():157:158 -> readBit
    1:4:int readBits(int):173:176 -> readBits
    5:5:int readBits(int):178:178 -> readBits
    6:7:int readBits(int):181:182 -> readBits
    8:8:int readBits(int):184:184 -> readBits
    9:10:void readBits(byte[],int,int):201:202 -> readBits
    11:12:void readBits(byte[],int,int):210:211 -> readBits
    13:14:void readBits(byte[],int,int):213:214 -> readBits
    15:17:void readBits(byte[],int,int):216:218 -> readBits
    18:19:void readBits(byte[],int,int):220:221 -> readBits
    20:20:void readBits(byte[],int,int):223:223 -> readBits
    1:4:void readBytes(byte[],int,int):249:252 -> readBytes
    1:1:void reset(byte[]):62:62 -> reset
    2:3:void reset(com.google.android.exoplayer2.util.ParsableByteArray):72:73 -> reset
    4:7:void reset(byte[],int):83:86 -> reset
    1:3:void setPosition(int):119:121 -> setPosition
    1:3:void skipBit():128:130 -> skipBit
    4:4:void skipBit():132:132 -> skipBit
    1:6:void skipBits(int):141:146 -> skipBits
    7:7:void skipBits(int):148:148 -> skipBits
    1:3:void skipBytes(int):262:264 -> skipBytes
com.google.android.exoplayer2.util.ParsableByteArray -> com.google.android.exoplayer2.util.ParsableByteArray:
    1:2:void <init>():35:36 -> <init>
    3:5:void <init>(int):44:46 -> <init>
    6:8:void <init>(byte[]):54:56 -> <init>
    9:11:void <init>(byte[],int):65:67 -> <init>
    1:1:int bytesLeft():112:112 -> bytesLeft
    1:1:int capacity():143:143 -> capacity
    1:1:int getPosition():136:136 -> getPosition
    1:1:int limit():119:119 -> limit
    1:1:char peekChar():218:218 -> peekChar
    1:1:int peekUnsignedByte():211:211 -> peekUnsignedByte
    1:2:void readBytes(com.google.android.exoplayer2.util.ParsableBitArray,int):178:179 -> readBytes
    3:4:void readBytes(byte[],int,int):191:192 -> readBytes
    5:6:void readBytes(java.nio.ByteBuffer,int):203:204 -> readBytes
    1:1:double readDouble():440:440 -> readDouble
    1:1:float readFloat():433:433 -> readFloat
    1:1:int readInt():319:319 -> readInt
    1:1:int readInt24():272:272 -> readInt24
    1:1:java.lang.String readLine():520:520 -> readLine
    2:3:java.lang.String readLine():523:524 -> readLine
    4:4:java.lang.String readLine():527:527 -> readLine
    5:5:java.lang.String readLine():530:530 -> readLine
    6:8:java.lang.String readLine():532:534 -> readLine
    9:11:java.lang.String readLine():537:539 -> readLine
    12:13:java.lang.String readLine():543:544 -> readLine
    1:1:int readLittleEndianInt():329:329 -> readLittleEndianInt
    1:1:int readLittleEndianInt24():281:281 -> readLittleEndianInt24
    1:1:long readLittleEndianLong():353:353 -> readLittleEndianLong
    1:1:short readLittleEndianShort():256:256 -> readLittleEndianShort
    1:1:long readLittleEndianUnsignedInt():309:309 -> readLittleEndianUnsignedInt
    1:1:int readLittleEndianUnsignedInt24():290:290 -> readLittleEndianUnsignedInt24
    1:1:int readLittleEndianUnsignedIntToInt():409:409 -> readLittleEndianUnsignedIntToInt
    2:2:int readLittleEndianUnsignedIntToInt():411:411 -> readLittleEndianUnsignedIntToInt
    1:1:int readLittleEndianUnsignedShort():241:241 -> readLittleEndianUnsignedShort
    1:1:long readLong():339:339 -> readLong
    1:2:java.lang.String readNullTerminatedString(int):478:479 -> readNullTerminatedString
    3:4:java.lang.String readNullTerminatedString(int):482:483 -> readNullTerminatedString
    5:5:java.lang.String readNullTerminatedString():494:494 -> readNullTerminatedString
    6:7:java.lang.String readNullTerminatedString():497:498 -> readNullTerminatedString
    8:11:java.lang.String readNullTerminatedString():501:504 -> readNullTerminatedString
    1:1:short readShort():248:248 -> readShort
    1:1:java.lang.String readString(int):450:450 -> readString
    2:3:java.lang.String readString(int,java.nio.charset.Charset):461:462 -> readString
    1:4:int readSynchSafeInt():382:385 -> readSynchSafeInt
    1:1:int readUnsignedByte():226:226 -> readUnsignedByte
    1:1:int readUnsignedFixedPoint1616():367:367 -> readUnsignedFixedPoint1616
    2:2:int readUnsignedFixedPoint1616():369:369 -> readUnsignedFixedPoint1616
    1:1:long readUnsignedInt():299:299 -> readUnsignedInt
    1:1:int readUnsignedInt24():263:263 -> readUnsignedInt24
    1:1:int readUnsignedIntToInt():395:395 -> readUnsignedIntToInt
    2:2:int readUnsignedIntToInt():397:397 -> readUnsignedIntToInt
    1:1:long readUnsignedLongToLong():422:422 -> readUnsignedLongToLong
    2:2:long readUnsignedLongToLong():424:424 -> readUnsignedLongToLong
    1:1:int readUnsignedShort():233:233 -> readUnsignedShort
    1:1:long readUtf8EncodedLong():557:557 -> readUtf8EncodedLong
    2:2:long readUtf8EncodedLong():574:574 -> readUtf8EncodedLong
    3:3:long readUtf8EncodedLong():576:576 -> readUtf8EncodedLong
    4:4:long readUtf8EncodedLong():580:580 -> readUtf8EncodedLong
    5:5:long readUtf8EncodedLong():571:571 -> readUtf8EncodedLong
    1:2:void reset():72:73 -> reset
    3:3:void reset(int):83:83 -> reset
    4:4:void reset(byte[]):93:93 -> reset
    5:7:void reset(byte[],int):103:105 -> reset
    1:2:void setLimit(int):128:129 -> setLimit
    1:2:void setPosition(int):155:156 -> setPosition
    1:1:void skipBytes(int):167:167 -> skipBytes
com.google.android.exoplayer2.util.ParsableNalUnitBitArray -> com.google.android.exoplayer2.util.ParsableNalUnitBitArray:
    1:2:void <init>(byte[],int,int):39:40 -> <init>
    1:1:void assertValidOffset():207:207 -> assertValidOffset
    1:2:boolean canReadBits(int):101:102 -> canReadBits
    3:3:boolean canReadBits(int):104:104 -> canReadBits
    4:5:boolean canReadBits(int):109:110 -> canReadBits
    6:6:boolean canReadBits(int):116:116 -> canReadBits
    1:2:boolean canReadExpGolombCodedNum():161:162 -> canReadExpGolombCodedNum
    3:3:boolean canReadExpGolombCodedNum():164:164 -> canReadExpGolombCodedNum
    4:7:boolean canReadExpGolombCodedNum():167:170 -> canReadExpGolombCodedNum
    1:2:boolean readBit():125:126 -> readBit
    1:5:int readBits(int):138:142 -> readBits
    6:6:int readBits(int):144:144 -> readBits
    7:8:int readBits(int):147:148 -> readBits
    9:9:int readBits(int):150:150 -> readBits
    1:1:int readExpGolombCodeNum():194:194 -> readExpGolombCodeNum
    2:2:int readExpGolombCodeNum():197:197 -> readExpGolombCodeNum
    1:2:int readSignedExpGolombCodedInt():188:189 -> readSignedExpGolombCodedInt
    1:1:int readUnsignedExpGolombCodedInt():179:179 -> readUnsignedExpGolombCodedInt
    1:5:void reset(byte[],int,int):51:55 -> reset
    1:1:boolean shouldSkipByte(int):201:201 -> shouldSkipByte
    1:3:void skipBit():62:64 -> skipBit
    4:4:void skipBit():66:66 -> skipBit
    1:7:void skipBits(int):75:81 -> skipBits
    8:9:void skipBits(int):83:84 -> skipBits
    10:10:void skipBits(int):86:86 -> skipBits
    11:11:void skipBits(int):90:90 -> skipBits
com.google.android.exoplayer2.util.PriorityTaskManager -> com.google.android.exoplayer2.util.PriorityTaskManager:
    1:1:void <init>():49:49 -> <init>
    2:2:void <init>():43:43 -> <init>
    3:4:void <init>():50:51 -> <init>
    1:4:void add(int):60:63 -> add
    1:3:void proceed(int):73:75 -> proceed
    4:4:void proceed(int):77:77 -> proceed
    1:3:boolean proceedNonBlocking(int):87:89 -> proceedNonBlocking
    1:2:void proceedOrThrow(int):99:100 -> proceedOrThrow
    3:3:void proceedOrThrow(int):103:103 -> proceedOrThrow
    4:4:void proceedOrThrow(int):101:101 -> proceedOrThrow
    5:5:void proceedOrThrow(int):103:103 -> proceedOrThrow
    1:5:void remove(int):112:116 -> remove
com.google.android.exoplayer2.util.PriorityTaskManager$PriorityTooLowException -> com.google.android.exoplayer2.util.PriorityTaskManager$PriorityTooLowException:
    1:1:void <init>(int,int):38:38 -> <init>
com.google.android.exoplayer2.util.RepeatModeUtil -> com.google.android.exoplayer2.util.RepeatModeUtil:
    1:1:void <init>():53:53 -> <init>
    1:2:int getNextRepeatMode(int,int):67:68 -> getNextRepeatMode
com.google.android.exoplayer2.util.ReusableBufferedOutputStream -> com.google.android.exoplayer2.util.ReusableBufferedOutputStream:
    1:1:void <init>(java.io.OutputStream):31:31 -> <init>
    2:2:void <init>(java.io.OutputStream,int):35:35 -> <init>
    1:1:void close():40:40 -> close
    2:2:void close():44:44 -> close
    3:3:void close():49:49 -> close
    4:4:void close():56:56 -> close
    1:4:void reset(java.io.OutputStream):68:71 -> reset
com.google.android.exoplayer2.util.SlidingPercentile -> com.google.android.exoplayer2.util.SlidingPercentile:
    1:2:void <clinit>():38:39 -> <clinit>
    1:5:void <init>(int):61:65 -> <init>
    1:1:int lambda$static$0(com.google.android.exoplayer2.util.SlidingPercentile$Sample,com.google.android.exoplayer2.util.SlidingPercentile$Sample):38:38 -> a
    1:1:void addSample(int,float):83:83 -> addSample
    2:2:void addSample(int,float):85:85 -> addSample
    3:7:void addSample(int,float):87:91 -> addSample
    8:8:void addSample(int,float):93:93 -> addSample
    9:14:void addSample(int,float):95:100 -> addSample
    15:16:void addSample(int,float):103:104 -> addSample
    1:1:int lambda$static$1(com.google.android.exoplayer2.util.SlidingPercentile$Sample,com.google.android.exoplayer2.util.SlidingPercentile$Sample):40:40 -> b
    1:3:void ensureSortedByIndex():134:136 -> ensureSortedByIndex
    1:3:void ensureSortedByValue():144:146 -> ensureSortedByValue
    1:2:float getPercentile(float):116:117 -> getPercentile
    3:5:float getPercentile(float):119:121 -> getPercentile
    6:6:float getPercentile(float):123:123 -> getPercentile
    7:7:float getPercentile(float):127:127 -> getPercentile
    1:4:void reset():70:73 -> reset
com.google.android.exoplayer2.util.SlidingPercentile$Sample -> com.google.android.exoplayer2.util.SlidingPercentile$Sample:
    1:1:void <init>():150:150 -> <init>
    2:2:void <init>(com.google.android.exoplayer2.util.SlidingPercentile$1):150:150 -> <init>
com.google.android.exoplayer2.util.StandaloneMediaClock -> com.google.android.exoplayer2.util.StandaloneMediaClock:
    1:3:void <init>(com.google.android.exoplayer2.util.Clock):39:41 -> <init>
    1:1:com.google.android.exoplayer2.PlaybackParameters getPlaybackParameters():102:102 -> getPlaybackParameters
    1:5:long getPositionUs():78:82 -> getPositionUs
    6:6:long getPositionUs():84:84 -> getPositionUs
    1:3:void resetPosition(long):70:72 -> resetPosition
    1:2:com.google.android.exoplayer2.PlaybackParameters setPlaybackParameters(com.google.android.exoplayer2.PlaybackParameters):93:94 -> setPlaybackParameters
    3:3:com.google.android.exoplayer2.PlaybackParameters setPlaybackParameters(com.google.android.exoplayer2.PlaybackParameters):96:96 -> setPlaybackParameters
    1:3:void start():48:50 -> start
    1:3:void stop():58:60 -> stop
com.google.android.exoplayer2.util.SystemClock -> com.google.android.exoplayer2.util.SystemClock:
    1:1:void <init>():26:26 -> <init>
    1:1:com.google.android.exoplayer2.util.HandlerWrapper createHandler(android.os.Looper,android.os.Handler$Callback):45:45 -> createHandler
    1:1:long elapsedRealtime():30:30 -> elapsedRealtime
    1:1:void sleep(long):40:40 -> sleep
    1:1:long uptimeMillis():35:35 -> uptimeMillis
com.google.android.exoplayer2.util.SystemHandlerWrapper -> com.google.android.exoplayer2.util.SystemHandlerWrapper:
    1:2:void <init>(android.os.Handler):26:27 -> <init>
    1:1:android.os.Looper getLooper():32:32 -> getLooper
    1:1:android.os.Message obtainMessage(int):37:37 -> obtainMessage
    2:2:android.os.Message obtainMessage(int,java.lang.Object):42:42 -> obtainMessage
    3:3:android.os.Message obtainMessage(int,int,int):47:47 -> obtainMessage
    4:4:android.os.Message obtainMessage(int,int,int,java.lang.Object):52:52 -> obtainMessage
    1:1:boolean post(java.lang.Runnable):77:77 -> post
    1:1:boolean postDelayed(java.lang.Runnable,long):82:82 -> postDelayed
    1:1:void removeCallbacksAndMessages(java.lang.Object):72:72 -> removeCallbacksAndMessages
    1:1:void removeMessages(int):67:67 -> removeMessages
    1:1:boolean sendEmptyMessage(int):57:57 -> sendEmptyMessage
    1:1:boolean sendEmptyMessageAtTime(int,long):62:62 -> sendEmptyMessageAtTime
com.google.android.exoplayer2.util.TimedValueQueue -> com.google.android.exoplayer2.util.TimedValueQueue:
    1:1:void <init>():33:33 -> <init>
    2:4:void <init>(int):37:39 -> <init>
    1:3:void add(long,java.lang.Object):48:50 -> add
    1:4:void addUnchecked(long,java.lang.Object):150:153 -> addUnchecked
    1:3:void clear():55:57 -> clear
    1:4:void clearBufferOnTimeDiscontinuity(long):118:121 -> clearBufferOnTimeDiscontinuity
    1:2:void doubleCapacityIfFull():127:128 -> doubleCapacityIfFull
    3:4:void doubleCapacityIfFull():132:133 -> doubleCapacityIfFull
    5:7:void doubleCapacityIfFull():136:138 -> doubleCapacityIfFull
    8:10:void doubleCapacityIfFull():140:142 -> doubleCapacityIfFull
    11:13:void doubleCapacityIfFull():144:146 -> doubleCapacityIfFull
    1:1:java.lang.Object[] newArray(int):158:158 -> newArray
    1:1:java.lang.Object poll(long):87:87 -> poll
    2:3:java.lang.Object poll(long,boolean):103:104 -> poll
    4:7:java.lang.Object poll(long,boolean):109:112 -> poll
    1:1:java.lang.Object pollFloor(long):75:75 -> pollFloor
    1:1:int size():62:62 -> size
com.google.android.exoplayer2.util.TimestampAdjuster -> com.google.android.exoplayer2.util.TimestampAdjuster:
    1:3:void <init>(long):47:49 -> <init>
    1:2:long adjustSampleTimestamp(long):139:140 -> adjustSampleTimestamp
    3:3:long adjustSampleTimestamp(long):142:142 -> adjustSampleTimestamp
    4:4:long adjustSampleTimestamp(long):144:144 -> adjustSampleTimestamp
    5:6:long adjustSampleTimestamp(long):146:147 -> adjustSampleTimestamp
    7:8:long adjustSampleTimestamp(long):149:150 -> adjustSampleTimestamp
    9:9:long adjustSampleTimestamp(long):152:152 -> adjustSampleTimestamp
    10:10:long adjustSampleTimestamp(long):150:150 -> adjustSampleTimestamp
    1:1:long adjustTsTimestamp(long):113:113 -> adjustTsTimestamp
    2:3:long adjustTsTimestamp(long):116:117 -> adjustTsTimestamp
    4:4:long adjustTsTimestamp(long):121:121 -> adjustTsTimestamp
    5:5:long adjustTsTimestamp(long):125:125 -> adjustTsTimestamp
    1:1:long getFirstSampleTimestampUs():66:66 -> getFirstSampleTimestampUs
    1:1:long getLastAdjustedTimestampUs():76:76 -> getLastAdjustedTimestampUs
    1:1:long getTimestampOffsetUs():91:91 -> getTimestampOffsetUs
    1:1:long ptsToUs(long):173:173 -> ptsToUs
    1:1:void reset():100:100 -> reset
    1:2:void setFirstSampleTimestampUs(long):60:61 -> setFirstSampleTimestampUs
    1:1:long usToPts(long):183:183 -> usToPts
    1:2:void waitUntilInitialized():161:162 -> waitUntilInitialized
com.google.android.exoplayer2.util.TraceUtil -> com.google.android.exoplayer2.util.TraceUtil:
    1:1:void <init>():26:26 -> <init>
    1:2:void beginSection(java.lang.String):36:37 -> beginSection
    1:1:void beginSectionV18(java.lang.String):54:54 -> beginSectionV18
    1:2:void endSection():47:48 -> endSection
    1:1:void endSectionV18():59:59 -> endSectionV18
com.google.android.exoplayer2.util.UriUtil -> com.google.android.exoplayer2.util.UriUtil:
    1:1:void <init>():64:64 -> <init>
    1:3:int[] getUriIndices(java.lang.String):226:228 -> getUriIndices
    4:5:int[] getUriIndices(java.lang.String):234:235 -> getUriIndices
    6:6:int[] getUriIndices(java.lang.String):239:239 -> getUriIndices
    7:7:int[] getUriIndices(java.lang.String):246:246 -> getUriIndices
    8:8:int[] getUriIndices(java.lang.String):250:250 -> getUriIndices
    9:10:int[] getUriIndices(java.lang.String):259:260 -> getUriIndices
    11:11:int[] getUriIndices(java.lang.String):263:263 -> getUriIndices
    12:15:int[] getUriIndices(java.lang.String):271:274 -> getUriIndices
    1:1:java.lang.String removeDotSegments(java.lang.StringBuilder,int,int):176:176 -> removeDotSegments
    2:2:java.lang.String removeDotSegments(java.lang.StringBuilder,int,int):178:178 -> removeDotSegments
    3:3:java.lang.String removeDotSegments(java.lang.StringBuilder,int,int):189:189 -> removeDotSegments
    4:4:java.lang.String removeDotSegments(java.lang.StringBuilder,int,int):197:197 -> removeDotSegments
    5:5:java.lang.String removeDotSegments(java.lang.StringBuilder,int,int):199:199 -> removeDotSegments
    6:7:java.lang.String removeDotSegments(java.lang.StringBuilder,int,int):202:203 -> removeDotSegments
    8:8:java.lang.String removeDotSegments(java.lang.StringBuilder,int,int):205:205 -> removeDotSegments
    9:9:java.lang.String removeDotSegments(java.lang.StringBuilder,int,int):207:207 -> removeDotSegments
    10:10:java.lang.String removeDotSegments(java.lang.StringBuilder,int,int):216:216 -> removeDotSegments
    1:6:android.net.Uri removeQueryParameter(android.net.Uri,java.lang.String):154:159 -> removeQueryParameter
    7:7:android.net.Uri removeQueryParameter(android.net.Uri,java.lang.String):163:163 -> removeQueryParameter
    1:1:java.lang.String resolve(java.lang.String,java.lang.String):85:85 -> resolve
    2:3:java.lang.String resolve(java.lang.String,java.lang.String):91:92 -> resolve
    4:6:java.lang.String resolve(java.lang.String,java.lang.String):94:96 -> resolve
    7:8:java.lang.String resolve(java.lang.String,java.lang.String):99:100 -> resolve
    9:9:java.lang.String resolve(java.lang.String,java.lang.String):103:103 -> resolve
    10:10:java.lang.String resolve(java.lang.String,java.lang.String):106:106 -> resolve
    11:11:java.lang.String resolve(java.lang.String,java.lang.String):109:109 -> resolve
    12:12:java.lang.String resolve(java.lang.String,java.lang.String):112:112 -> resolve
    13:15:java.lang.String resolve(java.lang.String,java.lang.String):114:116 -> resolve
    16:16:java.lang.String resolve(java.lang.String,java.lang.String):119:119 -> resolve
    17:18:java.lang.String resolve(java.lang.String,java.lang.String):122:123 -> resolve
